port,cvss_score,internet_exposed,service_risk,patch_age,exploit_available,service_popularity,auth_required,known_cve_count,misconfig_score,network_depth,critical_asset,label
53,5.08,1,0.4,0,1,0.33,0,4,0.1,5,1,1
21,7.58,1,0.9,0,0,0.74,1,1,0.22,5,1,1
53,8.34,0,0.4,5,1,0.99,1,11,0.06,3,0,1
21,9.99,1,0.9,4,1,0.51,1,2,0.13,2,1,1
21,6.18,1,0.9,2,1,0.86,1,11,0.41,2,1,1
445,9.39,0,0.9,2,0,0.44,1,20,0.97,4,1,1
139,9.27,1,0.8,3,0,0.75,1,0,0.2,2,0,1
53,4.71,1,0.4,3,1,0.35,0,18,0.96,5,0,1
445,8.39,0,0.9,5,1,0.82,1,10,0.39,5,0,1
80,7.38,0,0.7,3,1,0.48,0,13,0.47,2,1,1
21,4.9,0,0.9,1,1,0.97,1,6,0.16,1,0,1
25,6.07,0,0.5,0,1,0.98,0,5,0.56,1,1,1
53,3.48,0,0.4,1,1,0.54,0,15,0.51,4,1,1
3306,7.5,0,0.8,5,0,0.7,0,5,0.34,1,1,1
143,5.85,0,0.6,5,1,0.83,1,20,0.74,3,0,1
139,6.06,0,0.8,1,1,0.38,0,0,0.84,2,1,1
139,5.93,0,0.8,0,1,0.64,0,10,0.15,3,1,1
53,4.97,0,0.4,0,1,0.62,0,19,0.18,2,0,1
445,6.09,0,0.9,0,0,0.67,0,12,0.43,1,1,1
3389,9.43,1,0.85,3,0,0.53,1,19,0.18,3,1,1
22,6.38,0,0.6,2,0,0.61,1,8,0.29,2,0,0
25,6.28,1,0.5,5,0,0.54,0,13,0.13,1,1,1
443,4.66,0,0.7,2,1,0.67,0,9,0.32,1,1,1
3389,7.18,0,0.85,2,0,0.88,1,7,0.79,1,1,1
443,5.34,0,0.7,0,0,0.34,0,8,0.07,4,1,0
445,8.74,1,0.9,5,0,0.89,0,1,0.94,3,0,1
3306,9.92,1,0.8,3,1,0.79,0,15,0.26,5,1,1
22,4.04,1,0.6,3,1,0.6,1,20,0.46,5,1,1
22,4.66,1,0.6,1,0,0.6,0,6,0.75,2,0,1
3389,6.93,1,0.85,5,1,0.57,0,20,0.76,5,1,1
143,3.4,1,0.6,1,1,0.68,1,10,0.91,2,0,1
23,5.58,0,0.95,5,1,0.95,0,11,0.97,5,0,1
3306,6.75,0,0.8,1,1,0.68,1,11,0.88,5,0,1
80,6.53,1,0.7,4,0,0.96,1,20,0.27,5,0,1
23,4.87,0,0.95,2,1,0.55,0,11,0.78,5,1,1
443,3.57,0,0.7,4,1,0.74,1,12,0.94,4,0,1
22,4.17,0,0.6,2,0,0.67,0,11,0.07,1,1,0
110,9.2,0,0.6,5,1,0.63,0,19,0.74,1,1,1
3389,9.37,0,0.85,4,1,0.82,0,5,0.36,5,1,1
443,7.68,1,0.7,3,1,0.3,0,8,0.45,5,0,1
22,9.39,1,0.6,0,0,0.83,0,4,1.0,4,0,1
445,6.44,1,0.9,1,1,0.59,0,1,0.84,4,0,1
139,5.29,0,0.8,0,1,0.49,0,19,0.1,3,1,1
139,5.3,0,0.8,0,1,0.64,0,11,0.7,3,0,1
22,6.08,0,0.6,1,0,0.79,0,10,0.68,1,0,0
53,8.72,0,0.4,1,0,0.56,0,6,0.16,4,1,0
3306,8.39,1,0.8,2,1,0.64,1,5,0.91,1,1,1
3389,7.83,0,0.85,1,0,0.3,1,1,0.54,2,1,1
53,7.5,1,0.4,4,0,0.96,0,17,0.24,5,1,1
445,6.87,1,0.9,0,0,0.57,1,2,0.98,1,1,1
445,5.64,1,0.9,3,0,0.97,1,3,0.4,2,1,1
110,8.19,0,0.6,1,1,0.84,1,11,0.33,1,0,1
143,8.69,1,0.6,2,1,0.31,0,8,0.92,2,1,1
23,8.36,0,0.95,0,0,0.69,1,3,0.62,1,0,0
25,5.52,0,0.5,3,1,0.65,0,16,0.95,1,1,1
443,4.45,1,0.7,0,1,0.47,0,17,0.79,5,1,1
110,9.26,0,0.6,1,0,0.78,1,1,0.75,4,1,1
139,5.46,0,0.8,4,1,0.77,1,16,0.81,3,0,1
110,7.93,1,0.6,3,1,0.87,0,3,0.09,5,1,1
53,6.57,0,0.4,1,1,0.85,1,7,0.21,3,0,1
53,9.92,0,0.4,0,1,0.39,1,11,0.81,3,1,1
80,9.17,0,0.7,0,1,0.71,1,15,0.53,2,1,1
143,6.54,0,0.6,1,1,0.42,1,6,0.62,1,0,1
25,8.01,0,0.5,4,1,0.91,0,17,0.87,1,1,1
3389,6.19,1,0.85,3,1,0.87,1,14,0.63,2,1,1
139,7.48,1,0.8,5,1,0.9,1,2,0.63,5,0,1
139,7.35,1,0.8,1,0,0.68,1,6,0.43,2,1,1
3306,3.6,0,0.8,5,1,0.92,1,14,0.87,2,0,1
3389,8.49,1,0.85,5,0,0.98,1,8,0.58,1,0,1
3389,6.29,0,0.85,1,0,0.4,1,20,0.59,4,0,1
3306,6.42,1,0.8,0,0,0.86,0,16,0.44,4,1,1
22,6.12,1,0.6,0,1,0.68,1,13,0.5,5,1,1
25,3.56,1,0.5,3,0,0.88,0,17,0.94,5,0,1
22,9.1,0,0.6,1,1,0.47,1,15,0.74,1,1,1
21,5.45,0,0.9,0,0,0.71,1,20,0.25,4,0,0
443,5.74,0,0.7,0,0,0.63,1,18,0.63,4,1,1
3389,8.85,0,0.85,3,0,0.56,0,14,0.61,1,0,1
443,8.93,0,0.7,3,0,0.84,0,9,0.12,1,0,1
25,4.74,1,0.5,1,1,0.8,1,7,0.3,4,0,1
110,7.98,0,0.6,4,0,0.99,1,1,0.77,3,0,1
23,8.47,1,0.95,5,0,0.87,0,8,0.04,2,1,1
25,7.85,0,0.5,1,1,0.97,1,5,0.61,1,0,1
143,6.35,0,0.6,0,0,0.64,0,10,0.53,3,1,0
443,6.05,1,0.7,4,0,0.78,0,15,0.25,2,1,1
25,5.75,1,0.5,3,1,0.34,1,9,0.91,1,0,1
110,9.55,0,0.6,2,1,0.81,0,20,0.6,4,0,1
143,7.69,0,0.6,4,1,0.61,0,3,0.67,5,1,1
22,5.48,1,0.6,4,1,0.41,1,9,0.32,3,0,1
53,7.52,0,0.4,2,0,0.56,0,17,0.61,1,1,1
3306,9.05,1,0.8,4,0,0.46,0,14,0.72,5,0,1
21,5.14,0,0.9,3,1,0.69,0,12,0.89,5,1,1
443,4.46,1,0.7,5,0,0.44,0,18,0.43,1,1,1
22,8.17,0,0.6,5,0,0.82,0,3,0.42,3,0,1
3389,6.28,1,0.85,1,1,0.41,0,3,0.86,5,0,1
139,4.24,0,0.8,1,1,0.41,1,12,0.53,2,0,1
25,8.96,0,0.5,1,0,0.93,0,2,0.5,4,0,0
25,6.05,0,0.5,4,1,0.97,0,4,0.58,5,0,1
25,8.74,1,0.5,2,0,0.93,1,12,0.54,1,0,1
443,5.6,0,0.7,2,0,0.59,1,15,0.32,4,0,0
445,6.93,0,0.9,0,0,0.5,0,4,0.89,5,1,1
80,5.49,0,0.7,3,1,0.98,0,16,0.32,3,1,1
445,9.94,1,0.9,0,0,0.85,1,0,0.17,3,0,1
139,6.59,1,0.8,2,1,0.86,0,6,0.32,5,1,1
80,9.06,0,0.7,0,1,0.93,0,20,0.56,1,0,1
80,9.8,0,0.7,5,0,0.67,0,19,0.07,4,1,1
443,5.08,1,0.7,5,0,0.72,0,9,0.93,2,1,1
80,6.29,0,0.7,5,1,0.61,0,17,0.83,2,0,1
443,6.03,0,0.7,0,1,0.89,0,1,0.25,5,1,1
143,3.06,0,0.6,5,1,0.57,0,3,0.26,2,1,1
443,4.84,1,0.7,2,0,0.58,0,2,0.37,5,0,1
3389,6.59,1,0.85,2,1,0.32,1,14,0.1,3,1,1
25,4.73,1,0.5,1,1,0.57,1,8,0.43,1,1,1
143,7.79,1,0.6,5,1,0.72,0,12,0.52,4,0,1
25,8.02,0,0.5,4,0,0.69,1,3,0.47,3,0,1
25,6.56,1,0.5,2,1,0.72,0,17,0.92,4,0,1
23,6.48,0,0.95,4,1,0.86,1,15,0.42,3,1,1
21,9.73,1,0.9,5,0,0.54,1,10,0.54,3,1,1
21,3.29,1,0.9,1,0,0.34,1,1,0.1,1,1,1
80,7.15,1,0.7,0,1,0.71,1,14,0.5,1,1,1
110,8.34,0,0.6,5,1,0.78,1,6,0.86,2,0,1
80,3.11,1,0.7,1,0,0.99,0,7,0.49,2,0,1
23,5.78,0,0.95,2,0,0.4,1,3,0.99,5,0,1
21,4.78,0,0.9,3,0,0.33,0,20,0.37,3,1,1
445,4.86,1,0.9,3,1,0.55,0,17,0.09,2,1,1
3389,8.43,1,0.85,3,1,0.3,0,12,0.7,5,0,1
22,8.31,1,0.6,1,0,0.46,0,11,0.27,3,0,1
80,8.87,0,0.7,4,0,0.85,0,12,0.57,5,0,1
23,4.32,1,0.95,0,1,0.33,0,15,0.82,4,0,1
445,6.91,0,0.9,1,0,0.91,0,11,0.9,1,1,1
21,4.93,1,0.9,1,0,0.33,1,14,0.48,2,1,1
23,3.94,0,0.95,5,0,0.73,0,20,0.1,3,1,1
443,7.8,1,0.7,5,1,0.98,1,0,0.05,4,1,1
22,8.66,1,0.6,0,1,0.37,1,11,0.63,1,1,1
445,7.05,1,0.9,0,1,0.67,0,6,0.81,2,0,1
23,9.23,0,0.95,4,1,0.41,1,5,0.93,4,1,1
445,4.56,1,0.9,2,0,0.85,1,18,0.65,1,0,1
3389,7.58,1,0.85,1,0,0.39,1,3,0.54,3,1,1
3389,7.71,0,0.85,1,0,0.33,0,1,0.22,1,0,0
23,7.2,0,0.95,1,1,0.47,1,20,0.13,1,1,1
80,5.41,0,0.7,5,1,0.62,1,5,0.5,1,0,1
3306,3.58,0,0.8,2,1,0.39,0,19,0.75,1,0,1
53,3.07,1,0.4,4,0,0.65,0,20,0.84,5,0,1
25,7.41,0,0.5,1,0,0.62,0,16,0.14,3,0,0
445,4.52,1,0.9,1,0,0.67,1,10,0.06,4,1,1
143,3.42,0,0.6,4,0,0.59,1,12,0.57,1,1,1
445,7.72,0,0.9,2,1,0.63,0,4,0.44,5,1,1
143,9.6,0,0.6,3,0,0.93,0,20,0.44,1,1,1
445,4.67,0,0.9,5,0,0.94,1,17,0.19,4,0,1
3389,3.52,1,0.85,2,0,0.58,0,4,0.83,1,1,1
25,4.33,0,0.5,2,1,0.76,0,1,0.14,5,0,1
3306,4.21,1,0.8,2,1,0.62,0,4,0.42,3,1,1
110,9.56,0,0.6,2,1,0.73,1,0,0.11,1,0,1
3389,7.21,0,0.85,1,0,0.95,1,11,0.99,1,1,1
443,4.95,1,0.7,3,1,0.67,1,9,0.94,4,1,1
23,8.78,1,0.95,2,0,0.76,0,8,0.47,1,0,1
139,9.47,0,0.8,1,0,0.4,0,3,0.57,2,1,1
139,9.49,1,0.8,1,0,0.89,0,6,0.86,5,1,1
3389,8.76,1,0.85,4,0,0.98,0,16,0.83,5,1,1
25,9.52,1,0.5,0,0,0.68,1,13,0.0,2,0,1
23,7.55,1,0.95,3,1,0.41,0,12,0.96,1,0,1
110,6.67,1,0.6,1,1,0.57,1,16,0.06,4,1,1
21,7.07,1,0.9,5,0,0.36,0,18,0.46,4,0,1
80,8.96,1,0.7,2,1,0.32,1,16,0.94,5,0,1
23,3.44,1,0.95,2,0,0.97,1,15,0.67,4,0,1
3389,4.05,1,0.85,3,1,0.78,1,1,0.19,2,0,1
25,5.53,0,0.5,5,1,0.33,1,12,0.61,4,1,1
445,9.75,1,0.9,5,0,0.47,1,12,0.94,5,1,1
23,8.45,0,0.95,5,0,0.53,0,15,0.44,5,0,1
80,4.32,0,0.7,3,1,0.66,0,7,0.02,4,0,1
53,9.47,0,0.4,4,0,0.41,1,3,0.54,3,1,1
143,7.36,0,0.6,4,0,0.62,1,15,0.85,4,0,1
21,4.34,1,0.9,1,1,0.48,1,7,0.96,3,0,1
143,3.05,0,0.6,5,0,0.58,0,9,0.87,2,1,1
53,7.97,1,0.4,5,0,0.36,1,4,0.49,3,1,1
25,4.44,0,0.5,2,1,0.91,0,14,0.06,2,1,1
25,3.78,1,0.5,4,0,0.71,0,15,0.59,3,1,1
23,7.36,1,0.95,3,0,0.95,1,10,0.12,2,1,1
443,5.15,1,0.7,4,1,0.79,1,7,0.09,4,1,1
23,3.51,1,0.95,1,1,0.78,0,16,0.83,4,1,1
139,9.32,1,0.8,3,0,0.96,0,3,0.35,4,1,1
110,5.64,0,0.6,2,0,0.62,0,19,0.21,4,1,1
3306,6.47,0,0.8,2,1,0.47,1,5,0.74,5,0,1
53,8.82,1,0.4,1,0,0.68,0,12,0.01,2,0,1
22,4.67,0,0.6,4,1,0.64,1,4,0.32,2,0,1
22,7.58,1,0.6,1,1,0.42,0,7,0.33,2,1,1
139,6.65,1,0.8,4,1,0.86,0,10,0.3,5,1,1
139,3.17,1,0.8,1,1,0.95,0,1,0.02,1,1,1
445,9.21,0,0.9,5,0,0.85,0,8,0.86,1,1,1
25,7.6,0,0.5,4,0,0.49,1,8,0.45,4,0,1
21,5.02,1,0.9,1,1,0.62,1,6,0.39,1,1,1
143,4.84,1,0.6,1,1,0.53,0,13,0.39,1,0,1
80,5.8,1,0.7,0,0,0.84,0,9,0.16,3,0,0
80,4.97,0,0.7,3,0,0.85,1,0,0.68,2,1,1
22,6.88,0,0.6,2,1,0.5,1,9,0.33,4,1,1
110,9.29,0,0.6,0,1,0.33,0,9,0.25,5,1,1
3389,5.02,1,0.85,0,1,0.91,1,2,0.9,3,1,1
139,6.37,1,0.8,0,1,0.4,0,7,0.52,3,0,1
143,4.77,1,0.6,4,1,0.77,1,0,0.9,4,0,1
3389,5.85,0,0.85,4,0,1.0,0,4,0.83,5,1,1
110,6.73,0,0.6,5,0,0.32,0,7,0.43,2,0,1
110,9.39,1,0.6,5,0,0.99,0,3,0.72,2,1,1
445,4.49,1,0.9,2,0,0.35,0,11,0.51,2,0,1
143,3.0,1,0.6,5,1,0.46,0,16,0.85,5,0,1
80,8.54,1,0.7,4,0,0.73,1,10,0.24,1,1,1
22,6.27,1,0.6,4,1,0.63,0,20,0.6,1,0,1
443,9.33,1,0.7,2,0,0.94,1,2,0.72,4,1,1
143,3.1,1,0.6,2,0,0.84,0,20,0.18,2,1,1
3389,9.6,1,0.85,1,1,0.32,0,17,0.82,3,1,1
443,4.78,1,0.7,2,0,0.45,0,0,0.66,5,1,1
143,6.85,1,0.6,5,0,0.43,0,14,0.32,4,1,1
3389,3.48,0,0.85,1,1,0.39,1,14,0.07,3,1,1
445,7.15,1,0.9,1,1,0.64,1,8,0.31,2,1,1
3389,9.41,1,0.85,2,0,0.81,0,20,0.75,5,0,1
25,3.03,0,0.5,5,1,0.72,0,6,0.88,3,0,1
443,4.84,1,0.7,0,1,0.98,0,20,0.59,1,1,1
143,6.36,0,0.6,5,1,0.63,1,8,0.66,1,0,1
53,3.1,1,0.4,1,1,0.52,1,18,0.52,4,1,1
110,6.68,1,0.6,4,1,0.82,0,16,0.69,3,1,1
143,4.46,1,0.6,3,0,0.59,0,12,0.02,2,0,1
22,3.24,0,0.6,1,1,0.46,1,17,0.57,4,1,1
110,7.03,1,0.6,3,1,0.78,1,2,0.98,5,0,1
80,5.54,0,0.7,3,0,0.31,1,15,0.94,4,1,1
143,3.37,1,0.6,3,0,0.75,1,8,0.42,3,0,1
3389,4.61,0,0.85,5,0,0.81,1,5,0.67,1,0,1
53,7.74,1,0.4,0,0,0.64,1,7,0.14,1,0,0
445,7.25,0,0.9,1,1,0.35,0,7,0.47,2,0,1
53,8.32,1,0.4,0,1,0.49,1,13,0.66,3,1,1
139,6.53,1,0.8,5,1,0.74,0,1,0.84,2,1,1
80,3.28,1,0.7,1,1,0.56,1,2,0.22,5,0,1
23,3.78,1,0.95,0,0,0.92,1,5,0.14,1,1,1
3389,5.96,0,0.85,1,0,0.5,0,3,0.47,5,0,0
21,7.67,0,0.9,1,0,0.51,1,20,0.45,1,1,1
110,7.83,0,0.6,1,0,0.44,1,10,0.87,5,1,1
21,9.58,1,0.9,5,1,0.65,0,12,0.55,2,1,1
445,7.37,0,0.9,1,1,0.47,1,2,0.23,3,0,1
3306,4.42,1,0.8,3,0,0.95,0,13,0.05,2,0,1
53,3.31,0,0.4,2,1,0.75,0,20,0.99,5,1,1
443,4.93,0,0.7,0,1,0.56,0,1,0.84,5,1,1
110,8.33,0,0.6,1,0,0.5,0,3,0.01,5,1,0
3389,9.06,0,0.85,3,0,0.31,1,7,0.67,3,0,1
21,6.55,0,0.9,2,1,0.38,1,16,0.53,2,0,1
139,9.09,1,0.8,4,0,0.8,0,5,0.33,3,1,1
25,3.36,1,0.5,3,1,0.51,0,20,0.78,3,1,1
443,3.64,0,0.7,2,0,0.46,0,13,0.42,3,0,0
110,8.3,1,0.6,0,0,0.47,0,12,0.32,2,0,1
110,4.93,0,0.6,4,1,0.99,1,12,0.41,5,0,1
22,8.4,0,0.6,0,1,0.88,0,18,0.61,2,1,1
80,6.42,1,0.7,5,0,0.33,0,11,0.98,4,1,1
110,3.15,1,0.6,4,1,0.42,0,1,0.73,2,0,1
21,6.71,0,0.9,2,0,0.95,0,19,0.95,3,1,1
3389,3.41,0,0.85,2,0,0.42,1,7,0.35,4,0,0
23,8.22,1,0.95,5,0,0.48,0,1,0.07,3,1,1
445,4.97,0,0.9,1,0,0.44,0,3,0.62,5,1,1
143,7.2,1,0.6,5,0,0.41,0,5,0.04,2,0,1
443,4.12,0,0.7,4,0,0.54,1,4,0.62,5,1,1
3389,6.28,1,0.85,1,1,0.35,1,13,0.62,3,1,1
3306,3.96,1,0.8,2,1,0.98,1,17,0.3,1,0,1
110,9.89,0,0.6,1,0,0.42,1,13,0.51,4,0,1
80,3.13,0,0.7,1,1,0.67,1,19,0.8,3,1,1
21,8.94,1,0.9,4,0,0.68,0,12,0.7,2,1,1
80,9.46,1,0.7,3,1,0.95,1,2,0.55,4,0,1
445,7.34,0,0.9,5,1,0.74,1,11,0.72,4,1,1
143,9.12,0,0.6,2,0,0.42,1,19,0.86,3,1,1
3389,5.88,1,0.85,4,0,0.82,0,3,0.66,3,0,1
25,4.19,1,0.5,4,1,0.49,0,6,0.86,5,1,1
443,6.37,0,0.7,0,0,0.89,0,3,0.25,2,0,0
22,8.01,0,0.6,0,1,0.43,0,13,0.83,1,0,1
139,6.91,0,0.8,5,0,0.68,0,18,0.43,4,1,1
443,3.04,0,0.7,4,0,0.59,1,19,0.06,2,1,1
53,5.69,1,0.4,5,1,0.48,0,10,0.02,4,1,1
23,9.61,1,0.95,0,0,0.61,0,20,0.26,1,1,1
23,5.16,1,0.95,4,0,0.43,0,16,0.2,1,1,1
3389,9.42,0,0.85,5,0,0.73,1,13,0.23,2,0,1
110,8.25,0,0.6,4,0,0.99,0,12,0.0,5,0,1
25,6.25,0,0.5,3,0,0.98,1,1,0.44,1,1,1
443,7.39,1,0.7,4,1,0.98,0,9,0.16,3,1,1
23,4.9,1,0.95,4,0,0.39,0,9,0.21,5,1,1
22,5.04,1,0.6,4,1,0.68,1,20,0.9,4,1,1
25,3.53,1,0.5,2,1,0.91,1,15,0.26,3,1,1
443,5.26,1,0.7,1,1,0.99,1,7,0.42,3,1,1
53,9.7,0,0.4,5,0,0.72,0,9,0.98,2,1,1
445,5.67,0,0.9,0,0,0.46,0,16,0.5,2,0,0
3389,9.49,0,0.85,3,0,0.51,0,13,0.87,5,0,1
443,6.78,1,0.7,2,0,0.33,0,15,0.49,5,1,1
110,6.72,1,0.6,1,0,0.42,1,7,0.4,1,0,1
25,5.38,0,0.5,4,0,0.91,0,5,0.36,2,0,0
443,7.86,1,0.7,1,1,0.81,0,16,0.37,5,0,1
80,4.37,0,0.7,0,1,0.58,1,4,0.66,4,1,1
25,5.88,1,0.5,1,1,0.34,1,4,0.99,4,1,1
3306,3.2,0,0.8,1,0,0.37,1,2,0.01,5,1,0
21,7.2,1,0.9,1,1,0.43,1,15,0.94,5,1,1
443,5.12,0,0.7,3,0,0.68,1,5,0.0,1,1,1
23,6.96,0,0.95,4,1,0.34,1,16,0.56,1,1,1
23,8.44,0,0.95,3,1,0.45,0,5,0.08,5,1,1
53,3.1,0,0.4,3,1,0.86,0,19,0.32,3,1,1
23,8.87,0,0.95,4,1,0.98,1,18,0.98,5,1,1
25,4.2,0,0.5,4,0,0.98,1,2,0.28,3,0,0
25,9.58,1,0.5,4,0,0.61,1,8,0.52,4,1,1
80,9.64,0,0.7,2,0,0.69,1,4,0.24,5,0,1
80,3.49,0,0.7,4,0,0.35,0,14,0.36,4,0,1
3306,6.97,1,0.8,0,0,0.96,0,13,0.33,4,1,1
143,9.9,1,0.6,5,0,0.92,1,9,0.55,1,1,1
3389,5.88,0,0.85,1,0,0.8,1,14,0.3,5,0,0
3389,3.07,0,0.85,2,0,0.68,0,4,0.73,5,0,0
53,7.06,0,0.4,5,0,0.53,0,2,0.25,5,1,1
110,8.76,1,0.6,3,0,0.64,0,9,0.87,5,0,1
443,4.22,0,0.7,2,0,0.43,0,9,0.05,2,0,0
22,8.74,0,0.6,3,0,0.66,1,0,0.18,4,1,1
3389,9.75,0,0.85,5,1,0.59,1,0,0.68,1,0,1
3389,4.16,0,0.85,5,1,0.54,0,10,0.25,5,1,1
80,9.84,1,0.7,2,0,0.32,0,15,0.18,4,1,1
445,8.46,0,0.9,1,0,0.71,1,20,0.38,5,1,1
3306,4.73,0,0.8,2,1,0.54,0,12,0.26,3,0,1
445,6.63,0,0.9,3,1,0.72,1,6,0.64,3,1,1
445,9.95,1,0.9,3,0,0.83,1,10,0.24,2,0,1
22,9.7,0,0.6,1,1,0.77,1,16,0.04,2,1,1
443,4.23,0,0.7,5,0,0.72,1,20,0.0,4,1,1
53,9.78,1,0.4,1,1,0.66,1,7,0.27,4,0,1
110,3.71,0,0.6,3,0,0.32,0,11,0.5,2,0,0
143,6.22,0,0.6,5,1,0.38,1,19,0.51,4,0,1
445,7.17,1,0.9,4,0,0.41,1,8,0.81,4,1,1
53,3.39,0,0.4,5,1,0.84,1,9,0.83,2,1,1
3306,6.69,1,0.8,3,1,0.74,1,7,0.95,2,1,1
445,3.24,0,0.9,4,1,0.44,1,1,0.54,2,0,1
25,9.15,0,0.5,3,1,0.69,0,3,0.18,5,0,1
3389,5.11,0,0.85,5,0,0.73,0,3,0.92,4,1,1
53,6.01,1,0.4,1,1,0.32,1,18,0.59,3,0,1
80,6.16,0,0.7,1,1,0.68,1,18,0.18,4,1,1
53,4.23,1,0.4,2,1,1.0,0,16,0.69,4,1,1
443,9.71,1,0.7,3,1,0.97,1,14,0.75,2,0,1
53,5.9,0,0.4,4,1,0.42,1,19,0.62,2,1,1
22,4.3,0,0.6,1,0,0.63,1,15,0.27,2,0,0
143,8.49,0,0.6,5,1,0.92,1,11,0.49,3,0,1
80,9.6,1,0.7,4,0,0.99,0,3,0.78,1,1,1
21,6.18,0,0.9,1,0,0.3,0,6,0.69,5,0,0
443,6.61,0,0.7,1,0,0.33,1,10,0.1,1,1,1
21,4.41,1,0.9,2,1,0.45,1,6,0.36,3,1,1
25,6.0,0,0.5,1,0,0.54,1,2,0.53,5,1,0
445,6.67,1,0.9,4,0,0.59,0,18,0.46,2,0,1
25,6.0,0,0.5,4,1,0.59,1,13,0.78,1,0,1
110,6.32,1,0.6,1,1,0.71,1,3,0.03,5,1,1
53,8.85,0,0.4,4,0,0.8,0,20,0.59,3,0,1
21,7.96,1,0.9,4,0,0.67,1,15,0.38,5,1,1
443,4.45,0,0.7,0,0,0.72,1,0,0.11,3,1,0
445,7.37,0,0.9,0,0,0.65,0,9,0.53,2,1,1
53,6.01,0,0.4,0,1,0.37,1,10,0.89,5,1,1
22,7.27,1,0.6,0,1,0.64,0,17,0.59,5,0,1
445,3.74,1,0.9,5,1,0.5,1,11,0.57,1,1,1
23,8.34,1,0.95,2,0,0.62,0,4,0.91,4,0,1
22,8.27,0,0.6,4,1,0.74,1,4,0.45,2,0,1
25,6.76,0,0.5,4,0,0.33,0,0,0.54,4,1,1
22,6.92,1,0.6,4,1,0.52,1,5,0.28,3,0,1
139,8.39,1,0.8,5,1,0.62,1,7,0.26,3,0,1
22,4.0,0,0.6,2,0,0.9,1,1,0.05,5,1,0
22,7.43,0,0.6,4,0,0.67,0,20,0.24,4,0,1
110,7.78,0,0.6,2,0,0.41,0,13,0.58,3,1,1
445,7.25,1,0.9,0,1,0.61,0,9,0.61,4,1,1
445,4.02,1,0.9,5,0,0.83,0,13,0.67,3,1,1
53,7.17,1,0.4,1,0,0.46,1,11,0.69,3,0,1
80,3.48,1,0.7,0,0,0.49,1,8,0.61,4,1,1
21,4.2,0,0.9,0,0,0.71,1,10,0.62,3,1,0
21,4.14,1,0.9,4,0,0.76,1,6,0.9,2,0,1
139,4.6,0,0.8,5,0,0.57,0,17,0.04,2,1,1
53,9.7,1,0.4,2,0,0.65,0,16,0.32,5,0,1
80,3.09,1,0.7,4,1,0.88,0,13,0.86,3,1,1
80,7.2,1,0.7,4,1,0.76,1,10,0.42,3,0,1
443,9.51,0,0.7,0,0,0.42,0,15,0.82,5,1,1
23,6.59,0,0.95,4,1,0.73,0,5,0.3,3,0,1
80,3.12,1,0.7,3,1,0.34,0,1,0.96,5,1,1
445,6.0,0,0.9,0,1,0.51,1,3,0.44,2,1,1
25,4.31,0,0.5,0,0,0.89,1,15,0.59,4,0,0
3306,3.5,1,0.8,0,0,0.73,0,2,0.8,2,0,0
53,8.89,1,0.4,1,1,0.9,0,4,0.21,2,0,1
139,9.46,0,0.8,0,0,0.39,0,8,0.61,4,1,1
445,6.24,1,0.9,3,0,0.38,1,5,0.32,5,0,1
23,4.58,1,0.95,3,1,0.37,0,6,0.29,2,1,1
80,9.78,1,0.7,3,0,0.82,0,15,0.42,1,1,1
110,3.07,0,0.6,2,1,0.48,1,1,0.25,2,1,1
21,3.42,1,0.9,4,0,0.35,1,14,0.49,4,1,1
443,4.41,1,0.7,0,1,0.51,1,10,0.06,2,1,1
53,6.26,1,0.4,1,1,0.57,0,16,0.18,1,0,1
139,5.67,1,0.8,0,0,0.35,0,4,0.46,3,1,1
53,4.33,1,0.4,1,0,0.85,0,9,0.62,2,0,0
53,5.49,0,0.4,4,1,0.67,0,2,0.91,5,0,1
3306,4.91,1,0.8,2,1,0.35,0,12,0.17,5,0,1
3389,5.46,0,0.85,4,1,0.64,1,2,0.73,2,1,1
139,3.82,1,0.8,4,1,0.78,0,9,0.12,2,1,1
21,8.8,0,0.9,5,1,0.96,1,1,0.25,4,1,1
110,4.91,0,0.6,4,1,0.37,1,14,0.24,5,0,1
143,7.91,1,0.6,2,1,0.35,1,7,0.48,3,0,1
445,6.87,0,0.9,3,1,0.36,0,8,0.53,3,1,1
23,3.96,0,0.95,1,0,0.79,1,4,0.18,3,0,0
3389,3.55,1,0.85,0,1,0.62,1,11,0.83,5,0,1
22,6.26,1,0.6,4,0,0.6,1,4,0.74,2,0,1
25,3.9,0,0.5,3,1,0.53,1,15,0.54,3,1,1
25,6.64,0,0.5,0,0,0.77,1,2,0.75,3,0,0
445,8.49,1,0.9,3,1,0.33,1,16,0.03,4,0,1
443,6.93,0,0.7,4,1,0.83,1,15,0.35,5,0,1
3306,8.27,0,0.8,0,0,0.46,1,8,0.34,1,1,1
139,5.27,0,0.8,2,0,0.57,1,15,0.4,4,1,1
80,5.1,1,0.7,5,0,0.82,0,6,0.97,4,1,1
23,3.48,0,0.95,2,1,0.49,1,6,0.45,4,0,1
53,6.31,1,0.4,5,1,0.6,1,13,0.0,1,0,1
139,8.56,1,0.8,3,1,0.32,0,0,0.75,1,0,1
23,4.93,1,0.95,5,0,0.62,1,4,0.1,3,1,1
53,5.35,1,0.4,4,1,0.54,1,16,0.86,1,0,1
139,5.85,0,0.8,2,1,0.42,1,7,0.51,5,1,1
21,5.34,0,0.9,0,0,0.77,1,10,0.04,5,0,0
